Year,iso_code3,ef_ippu_tonne_c2hf5_per_mmm_gdp_product_use_ods_refrigeration
2040,ALB,0.1536423727381186
2041,ALB,0.1536423727381186
2042,ALB,0.1536423727381186
2043,ALB,0.1536423727381186
2044,ALB,0.1536423727381186
2045,ALB,0.1536423727381186
2046,ALB,0.1536423727381186
2047,ALB,0.1536423727381186
2048,ALB,0.1536423727381186
2049,ALB,0.1536423727381186
2050,ALB,0.1536423727381186
2021,AND,0.3268856558814487
2022,AND,0.3268856558814487
2023,AND,0.3268856558814487
2024,AND,0.3268856558814487
2025,AND,0.3268856558814487
2026,AND,0.3268856558814487
2027,AND,0.3268856558814487
2028,AND,0.3268856558814487
2029,AND,0.3268856558814487
2030,AND,0.3268856558814487
2031,AND,0.3268856558814487
2032,AND,0.3268856558814487
2033,AND,0.3268856558814487
2034,AND,0.3268856558814487
2035,AND,0.3268856558814487
2036,AND,0.3268856558814487
2037,AND,0.3268856558814487
2038,AND,0.3268856558814487
2039,AND,0.3268856558814487
2040,AND,0.3268856558814487
2041,AND,0.3268856558814487
2042,AND,0.3268856558814487
2043,AND,0.3268856558814487
2044,AND,0.3268856558814487
2045,AND,0.3268856558814487
2046,AND,0.3268856558814487
2047,AND,0.3268856558814487
2048,AND,0.3268856558814487
2049,AND,0.3268856558814487
2050,AND,0.3268856558814487
2021,ARE,0.7820965627445187
2022,ARE,0.7820965627445187
2023,ARE,0.7820965627445187
2024,ARE,0.7820965627445187
2025,ARE,0.7820965627445187
2026,ARE,0.7820965627445187
2027,ARE,0.7820965627445187
2028,ARE,0.7820965627445187
2029,ARE,0.7820965627445187
2030,ARE,0.7820965627445187
2031,ARE,0.7820965627445187
2032,ARE,0.7820965627445187
2033,ARE,0.7820965627445187
2034,ARE,0.7820965627445187
2035,ARE,0.7820965627445187
2036,ARE,0.7820965627445187
2037,ARE,0.7820965627445187
2038,ARE,0.7820965627445187
2039,ARE,0.7820965627445187
2040,ARE,0.7820965627445187
2041,ARE,0.7820965627445187
2042,ARE,0.7820965627445187
2043,ARE,0.7820965627445187
2044,ARE,0.7820965627445187
2045,ARE,0.7820965627445187
2046,ARE,0.7820965627445187
2047,ARE,0.7820965627445187
2048,ARE,0.7820965627445187
2049,ARE,0.7820965627445187
2050,ARE,0.7820965627445187
2021,ARG,0.4278280844967287
2022,ARG,0.4278280844967287
2023,ARG,0.4278280844967287
2024,ARG,0.4278280844967287
2025,ARG,0.4278280844967287
2026,ARG,0.4278280844967287
2027,ARG,0.4278280844967287
2028,ARG,0.4278280844967287
2029,ARG,0.4278280844967287
2030,ARG,0.4278280844967287
2031,ARG,0.4278280844967287
2032,ARG,0.4278280844967287
2033,ARG,0.4278280844967287
2034,ARG,0.4278280844967287
2035,ARG,0.4278280844967287
2036,ARG,0.4278280844967287
2037,ARG,0.4278280844967287
2038,ARG,0.4278280844967287
2039,ARG,0.4278280844967287
2040,ARG,0.4278280844967287
2041,ARG,0.4278280844967287
2042,ARG,0.4278280844967287
2043,ARG,0.4278280844967287
2044,ARG,0.4278280844967287
2045,ARG,0.4278280844967287
2046,ARG,0.4278280844967287
2047,ARG,0.4278280844967287
2048,ARG,0.4278280844967287
2049,ARG,0.4278280844967287
2050,ARG,0.4278280844967287
2021,ARM,0.2290249192904806
2022,ARM,0.2290249192904806
2023,ARM,0.2290249192904806
2024,ARM,0.2290249192904806
2025,ARM,0.2290249192904806
2026,ARM,0.2290249192904806
2027,ARM,0.2290249192904806
2028,ARM,0.2290249192904806
2029,ARM,0.2290249192904806
2030,ARM,0.2290249192904806
2031,ARM,0.2290249192904806
2032,ARM,0.2290249192904806
2033,ARM,0.2290249192904806
2034,ARM,0.2290249192904806
2035,ARM,0.2290249192904806
2036,ARM,0.2290249192904806
2037,ARM,0.2290249192904806
2038,ARM,0.2290249192904806
2039,ARM,0.2290249192904806
2040,ARM,0.2290249192904806
2041,ARM,0.2290249192904806
2042,ARM,0.2290249192904806
2043,ARM,0.2290249192904806
2044,ARM,0.2290249192904806
2045,ARM,0.2290249192904806
2046,ARM,0.2290249192904806
2047,ARM,0.2290249192904806
2048,ARM,0.2290249192904806
2049,ARM,0.2290249192904806
2050,ARM,0.2290249192904806
2021,ASM,0.0
2022,ASM,0.0
2023,ASM,0.0
2024,ASM,0.0
2025,ASM,0.0
2026,ASM,0.0
2027,ASM,0.0
2028,ASM,0.0
2029,ASM,0.0
2030,ASM,0.0
2031,ASM,0.0
2032,ASM,0.0
2033,ASM,0.0
2034,ASM,0.0
2035,ASM,0.0
2036,ASM,0.0
2037,ASM,0.0
2038,ASM,0.0
2039,ASM,0.0
2040,ASM,0.0
2041,ASM,0.0
2042,ASM,0.0
2043,ASM,0.0
2044,ASM,0.0
2045,ASM,0.0
2046,ASM,0.0
2047,ASM,0.0
2048,ASM,0.0
2049,ASM,0.0
2050,ASM,0.0
2021,ATG,0.0
2022,ATG,0.0
2023,ATG,0.0
2024,ATG,0.0
2025,ATG,0.0
2026,ATG,0.0
2027,ATG,0.0
2028,ATG,0.0
2029,ATG,0.0
2030,ATG,0.0
2031,ATG,0.0
2032,ATG,0.0
2033,ATG,0.0
2034,ATG,0.0
2035,ATG,0.0
2036,ATG,0.0
2037,ATG,0.0
2038,ATG,0.0
2039,ATG,0.0
2040,ATG,0.0
2041,ATG,0.0
2042,ATG,0.0
2043,ATG,0.0
2044,ATG,0.0
2045,ATG,0.0
2046,ATG,0.0
2047,ATG,0.0
2048,ATG,0.0
2049,ATG,0.0
2050,ATG,0.0
2021,AUS,0.3571472408862835
2022,AUS,0.3571472408862835
2023,AUS,0.3571472408862835
2024,AUS,0.3571472408862835
2025,AUS,0.3571472408862835
2026,AUS,0.3571472408862835
2027,AUS,0.3571472408862835
2028,AUS,0.3571472408862835
2029,AUS,0.3571472408862835
2030,AUS,0.3571472408862835
2031,AUS,0.3571472408862835
2032,AUS,0.3571472408862835
2033,AUS,0.3571472408862835
2034,AUS,0.3571472408862835
2035,AUS,0.3571472408862835
2036,AUS,0.3571472408862835
2037,AUS,0.3571472408862835
2038,AUS,0.3571472408862835
2039,AUS,0.3571472408862835
2040,AUS,0.3571472408862835
2041,AUS,0.3571472408862835
2042,AUS,0.3571472408862835
2043,AUS,0.3571472408862835
2044,AUS,0.3571472408862835
2045,AUS,0.3571472408862835
2046,AUS,0.3571472408862835
2047,AUS,0.3571472408862835
2048,AUS,0.3571472408862835
2049,AUS,0.3571472408862835
2050,AUS,0.3571472408862835
2021,AUT,0.2196022574983936
2022,AUT,0.2196022574983936
2023,AUT,0.2196022574983936
2024,AUT,0.2196022574983936
2025,AUT,0.2196022574983936
2026,AUT,0.2196022574983936
2027,AUT,0.2196022574983936
2028,AUT,0.2196022574983936
2029,AUT,0.2196022574983936
2030,AUT,0.2196022574983936
2031,AUT,0.2196022574983936
2032,AUT,0.2196022574983936
2033,AUT,0.2196022574983936
2034,AUT,0.2196022574983936
2035,AUT,0.2196022574983936
2036,AUT,0.2196022574983936
2037,AUT,0.2196022574983936
2038,AUT,0.2196022574983936
2039,AUT,0.2196022574983936
2040,AUT,0.2196022574983936
2041,AUT,0.2196022574983936
2042,AUT,0.2196022574983936
2043,AUT,0.2196022574983936
2044,AUT,0.2196022574983936
2045,AUT,0.2196022574983936
2046,AUT,0.2196022574983936
2047,AUT,0.2196022574983936
2048,AUT,0.2196022574983936
2049,AUT,0.2196022574983936
2050,AUT,0.2196022574983936
2021,AZE,0.0
2022,AZE,0.0
2023,AZE,0.0
2024,AZE,0.0
2025,AZE,0.0
2026,AZE,0.0
2027,AZE,0.0
2028,AZE,0.0
2029,AZE,0.0
2030,AZE,0.0
2031,AZE,0.0
2032,AZE,0.0
2033,AZE,0.0
2034,AZE,0.0
2035,AZE,0.0
2036,AZE,0.0
2037,AZE,0.0
2038,AZE,0.0
2039,AZE,0.0
2040,AZE,0.0
2041,AZE,0.0
2042,AZE,0.0
2043,AZE,0.0
2044,AZE,0.0
2045,AZE,0.0
2046,AZE,0.0
2047,AZE,0.0
2048,AZE,0.0
2049,AZE,0.0
2050,AZE,0.0
2021,BDI,1.0945946839639893
2022,BDI,1.0945946839639893
2023,BDI,1.0945946839639893
2024,BDI,1.0945946839639893
2025,BDI,1.0945946839639893
2026,BDI,1.0945946839639893
2027,BDI,1.0945946839639893
2028,BDI,1.0945946839639893
2029,BDI,1.0945946839639893
2030,BDI,1.0945946839639893
2031,BDI,1.0945946839639893
2032,BDI,1.0945946839639893
2033,BDI,1.0945946839639893
2034,BDI,1.0945946839639893
2035,BDI,1.0945946839639893
2036,BDI,1.0945946839639893
2037,BDI,1.0945946839639893
2038,BDI,1.0945946839639893
2039,BDI,1.0945946839639893
2040,BDI,1.0945946839639893
2041,BDI,1.0945946839639893
2042,BDI,1.0945946839639893
2043,BDI,1.0945946839639893
2044,BDI,1.0945946839639893
2045,BDI,1.0945946839639893
2046,BDI,1.0945946839639893
2047,BDI,1.0945946839639893
2048,BDI,1.0945946839639893
2049,BDI,1.0945946839639893
2050,BDI,1.0945946839639893
2021,BEL,0.2981557423459542
2022,BEL,0.2981557423459542
2023,BEL,0.2981557423459542
2024,BEL,0.2981557423459542
2025,BEL,0.2981557423459542
2026,BEL,0.2981557423459542
2027,BEL,0.2981557423459542
2028,BEL,0.2981557423459542
2029,BEL,0.2981557423459542
2030,BEL,0.2981557423459542
2031,BEL,0.2981557423459542
2032,BEL,0.2981557423459542
2033,BEL,0.2981557423459542
2034,BEL,0.2981557423459542
2035,BEL,0.2981557423459542
2036,BEL,0.2981557423459542
2037,BEL,0.2981557423459542
2038,BEL,0.2981557423459542
2039,BEL,0.2981557423459542
2040,BEL,0.2981557423459542
2041,BEL,0.2981557423459542
2042,BEL,0.2981557423459542
2043,BEL,0.2981557423459542
2044,BEL,0.2981557423459542
2045,BEL,0.2981557423459542
2046,BEL,0.2981557423459542
2047,BEL,0.2981557423459542
2048,BEL,0.2981557423459542
2049,BEL,0.2981557423459542
2050,BEL,0.2981557423459542
2021,BEN,0.8544803769245105
2022,BEN,0.8544803769245105
2023,BEN,0.8544803769245105
2024,BEN,0.8544803769245105
2025,BEN,0.8544803769245105
2026,BEN,0.8544803769245105
2027,BEN,0.8544803769245105
2028,BEN,0.8544803769245105
2029,BEN,0.8544803769245105
2030,BEN,0.8544803769245105
2031,BEN,0.8544803769245105
2032,BEN,0.8544803769245105
2033,BEN,0.8544803769245105
2034,BEN,0.8544803769245105
2035,BEN,0.8544803769245105
2036,BEN,0.8544803769245105
2037,BEN,0.8544803769245105
2038,BEN,0.8544803769245105
2039,BEN,0.8544803769245105
2040,BEN,0.8544803769245105
2041,BEN,0.8544803769245105
2042,BEN,0.8544803769245105
2043,BEN,0.8544803769245105
2044,BEN,0.8544803769245105
2045,BEN,0.8544803769245105
2046,BEN,0.8544803769245105
2047,BEN,0.8544803769245105
2048,BEN,0.8544803769245105
2049,BEN,0.8544803769245105
2050,BEN,0.8544803769245105
2021,BFA,0.7172556406889864
2022,BFA,0.7172556406889864
2023,BFA,0.7172556406889864
2024,BFA,0.7172556406889864
2025,BFA,0.7172556406889864
2026,BFA,0.7172556406889864
2027,BFA,0.7172556406889864
2028,BFA,0.7172556406889864
2029,BFA,0.7172556406889864
2030,BFA,0.7172556406889864
2031,BFA,0.7172556406889864
2032,BFA,0.7172556406889864
2033,BFA,0.7172556406889864
2034,BFA,0.7172556406889864
2035,BFA,0.7172556406889864
2036,BFA,0.7172556406889864
2037,BFA,0.7172556406889864
2038,BFA,0.7172556406889864
2039,BFA,0.7172556406889864
2040,BFA,0.7172556406889864
2041,BFA,0.7172556406889864
2042,BFA,0.7172556406889864
2043,BFA,0.7172556406889864
2044,BFA,0.7172556406889864
2045,BFA,0.7172556406889864
2046,BFA,0.7172556406889864
2047,BFA,0.7172556406889864
2048,BFA,0.7172556406889864
2049,BFA,0.7172556406889864
2050,BFA,0.7172556406889864
2021,BGD,0.1349664149048059
2022,BGD,0.1349664149048059
2023,BGD,0.1349664149048059
2024,BGD,0.1349664149048059
2025,BGD,0.1349664149048059
2026,BGD,0.1349664149048059
2027,BGD,0.1349664149048059
2028,BGD,0.1349664149048059
2029,BGD,0.1349664149048059
2030,BGD,0.1349664149048059
2031,BGD,0.1349664149048059
2032,BGD,0.1349664149048059
2033,BGD,0.1349664149048059
2034,BGD,0.1349664149048059
2035,BGD,0.1349664149048059
2036,BGD,0.1349664149048059
2037,BGD,0.1349664149048059
2038,BGD,0.1349664149048059
2039,BGD,0.1349664149048059
2040,BGD,0.1349664149048059
2041,BGD,0.1349664149048059
2042,BGD,0.1349664149048059
2043,BGD,0.1349664149048059
2044,BGD,0.1349664149048059
2045,BGD,0.1349664149048059
2046,BGD,0.1349664149048059
2047,BGD,0.1349664149048059
2048,BGD,0.1349664149048059
2049,BGD,0.1349664149048059
2050,BGD,0.1349664149048059
2021,BGR,1.5087346167241638
2022,BGR,1.5087346167241638
2023,BGR,1.5087346167241638
2024,BGR,1.5087346167241638
2025,BGR,1.5087346167241638
2026,BGR,1.5087346167241638
2027,BGR,1.5087346167241638
2028,BGR,1.5087346167241638
2029,BGR,1.5087346167241638
2030,BGR,1.5087346167241638
2031,BGR,1.5087346167241638
2032,BGR,1.5087346167241638
2033,BGR,1.5087346167241638
2034,BGR,1.5087346167241638
2035,BGR,1.5087346167241638
2036,BGR,1.5087346167241638
2037,BGR,1.5087346167241638
2038,BGR,1.5087346167241638
2039,BGR,1.5087346167241638
2040,BGR,1.5087346167241638
2041,BGR,1.5087346167241638
2042,BGR,1.5087346167241638
2043,BGR,1.5087346167241638
2044,BGR,1.5087346167241638
2045,BGR,1.5087346167241638
2046,BGR,1.5087346167241638
2047,BGR,1.5087346167241638
2048,BGR,1.5087346167241638
2049,BGR,1.5087346167241638
2050,BGR,1.5087346167241638
2021,BHR,0.8246049621150752
2022,BHR,0.8246049621150752
2023,BHR,0.8246049621150752
2024,BHR,0.8246049621150752
2025,BHR,0.8246049621150752
2026,BHR,0.8246049621150752
2027,BHR,0.8246049621150752
2028,BHR,0.8246049621150752
2029,BHR,0.8246049621150752
2030,BHR,0.8246049621150752
2031,BHR,0.8246049621150752
2032,BHR,0.8246049621150752
2033,BHR,0.8246049621150752
2034,BHR,0.8246049621150752
2035,BHR,0.8246049621150752
2036,BHR,0.8246049621150752
2037,BHR,0.8246049621150752
2038,BHR,0.8246049621150752
2039,BHR,0.8246049621150752
2040,BHR,0.8246049621150752
2041,BHR,0.8246049621150752
2042,BHR,0.8246049621150752
2043,BHR,0.8246049621150752
2044,BHR,0.8246049621150752
2045,BHR,0.8246049621150752
2046,BHR,0.8246049621150752
2047,BHR,0.8246049621150752
2048,BHR,0.8246049621150752
2049,BHR,0.8246049621150752
2050,BHR,0.8246049621150752
2021,BHS,0.0
2022,BHS,0.0
2023,BHS,0.0
2024,BHS,0.0
2025,BHS,0.0
2026,BHS,0.0
2027,BHS,0.0
2028,BHS,0.0
2029,BHS,0.0
2030,BHS,0.0
2031,BHS,0.0
2032,BHS,0.0
2033,BHS,0.0
2034,BHS,0.0
2035,BHS,0.0
2036,BHS,0.0
2037,BHS,0.0
2038,BHS,0.0
2039,BHS,0.0
2040,BHS,0.0
2041,BHS,0.0
2042,BHS,0.0
2043,BHS,0.0
2044,BHS,0.0
2045,BHS,0.0
2046,BHS,0.0
2047,BHS,0.0
2048,BHS,0.0
2049,BHS,0.0
2050,BHS,0.0
2021,BIH,0.0
2022,BIH,0.0
2023,BIH,0.0
2024,BIH,0.0
2025,BIH,0.0
2026,BIH,0.0
2027,BIH,0.0
2028,BIH,0.0
2029,BIH,0.0
2030,BIH,0.0
2031,BIH,0.0
2032,BIH,0.0
2033,BIH,0.0
2034,BIH,0.0
2035,BIH,0.0
2036,BIH,0.0
2037,BIH,0.0
2038,BIH,0.0
2039,BIH,0.0
2040,BIH,0.0
2041,BIH,0.0
2042,BIH,0.0
2043,BIH,0.0
2044,BIH,0.0
2045,BIH,0.0
2046,BIH,0.0
2047,BIH,0.0
2048,BIH,0.0
2049,BIH,0.0
2050,BIH,0.0
2021,BLR,0.0
2022,BLR,0.0
2023,BLR,0.0
2024,BLR,0.0
2025,BLR,0.0
2026,BLR,0.0
2027,BLR,0.0
2028,BLR,0.0
2029,BLR,0.0
2030,BLR,0.0
2031,BLR,0.0
2032,BLR,0.0
2033,BLR,0.0
2034,BLR,0.0
2035,BLR,0.0
2036,BLR,0.0
2037,BLR,0.0
2038,BLR,0.0
2039,BLR,0.0
2040,BLR,0.0
2041,BLR,0.0
2042,BLR,0.0
2043,BLR,0.0
2044,BLR,0.0
2045,BLR,0.0
2046,BLR,0.0
2047,BLR,0.0
2048,BLR,0.0
2049,BLR,0.0
2050,BLR,0.0
2021,BLZ,0.0
2022,BLZ,0.0
2023,BLZ,0.0
2024,BLZ,0.0
2025,BLZ,0.0
2026,BLZ,0.0
2027,BLZ,0.0
2028,BLZ,0.0
2029,BLZ,0.0
2030,BLZ,0.0
2031,BLZ,0.0
2032,BLZ,0.0
2033,BLZ,0.0
2034,BLZ,0.0
2035,BLZ,0.0
2036,BLZ,0.0
2037,BLZ,0.0
2038,BLZ,0.0
2039,BLZ,0.0
2040,BLZ,0.0
2041,BLZ,0.0
2042,BLZ,0.0
2043,BLZ,0.0
2044,BLZ,0.0
2045,BLZ,0.0
2046,BLZ,0.0
2047,BLZ,0.0
2048,BLZ,0.0
2049,BLZ,0.0
2050,BLZ,0.0
2021,BMU,0.0
2022,BMU,0.0
2023,BMU,0.0
2024,BMU,0.0
2025,BMU,0.0
2026,BMU,0.0
2027,BMU,0.0
2028,BMU,0.0
2029,BMU,0.0
2030,BMU,0.0
2031,BMU,0.0
2032,BMU,0.0
2033,BMU,0.0
2034,BMU,0.0
2035,BMU,0.0
2036,BMU,0.0
2037,BMU,0.0
2038,BMU,0.0
2039,BMU,0.0
2040,BMU,0.0
2041,BMU,0.0
2042,BMU,0.0
2043,BMU,0.0
2044,BMU,0.0
2045,BMU,0.0
2046,BMU,0.0
2047,BMU,0.0
2048,BMU,0.0
2049,BMU,0.0
2050,BMU,0.0
2021,BOL,0.0
2022,BOL,0.0
2023,BOL,0.0
2024,BOL,0.0
2025,BOL,0.0
2026,BOL,0.0
2027,BOL,0.0
2028,BOL,0.0
2029,BOL,0.0
2030,BOL,0.0
2031,BOL,0.0
2032,BOL,0.0
2033,BOL,0.0
2034,BOL,0.0
2035,BOL,0.0
2036,BOL,0.0
2037,BOL,0.0
2038,BOL,0.0
2039,BOL,0.0
2040,BOL,0.0
2041,BOL,0.0
2042,BOL,0.0
2043,BOL,0.0
2044,BOL,0.0
2045,BOL,0.0
2046,BOL,0.0
2047,BOL,0.0
2048,BOL,0.0
2049,BOL,0.0
2050,BOL,0.0
2021,BRA,0.1568707104891849
2022,BRA,0.1568707104891849
2023,BRA,0.1568707104891849
2024,BRA,0.1568707104891849
2025,BRA,0.1568707104891849
2026,BRA,0.1568707104891849
2027,BRA,0.1568707104891849
2028,BRA,0.1568707104891849
2029,BRA,0.1568707104891849
2030,BRA,0.1568707104891849
2031,BRA,0.1568707104891849
2032,BRA,0.1568707104891849
2033,BRA,0.1568707104891849
2034,BRA,0.1568707104891849
2035,BRA,0.1568707104891849
2036,BRA,0.1568707104891849
2037,BRA,0.1568707104891849
2038,BRA,0.1568707104891849
2039,BRA,0.1568707104891849
2040,BRA,0.1568707104891849
2041,BRA,0.1568707104891849
2042,BRA,0.1568707104891849
2043,BRA,0.1568707104891849
2044,BRA,0.1568707104891849
2045,BRA,0.1568707104891849
2046,BRA,0.1568707104891849
2047,BRA,0.1568707104891849
2048,BRA,0.1568707104891849
2049,BRA,0.1568707104891849
2050,BRA,0.1568707104891849
2021,BRB,0.0
2022,BRB,0.0
2023,BRB,0.0
2024,BRB,0.0
2025,BRB,0.0
2026,BRB,0.0
2027,BRB,0.0
2028,BRB,0.0
2029,BRB,0.0
2030,BRB,0.0
2031,BRB,0.0
2032,BRB,0.0
2033,BRB,0.0
2034,BRB,0.0
2035,BRB,0.0
2036,BRB,0.0
2037,BRB,0.0
2038,BRB,0.0
2039,BRB,0.0
2040,BRB,0.0
2041,BRB,0.0
2042,BRB,0.0
2043,BRB,0.0
2044,BRB,0.0
2045,BRB,0.0
2046,BRB,0.0
2047,BRB,0.0
2048,BRB,0.0
2049,BRB,0.0
2050,BRB,0.0
2021,BRN,0.2256853761032252
2022,BRN,0.2256853761032252
2023,BRN,0.2256853761032252
2024,BRN,0.2256853761032252
2025,BRN,0.2256853761032252
2026,BRN,0.2256853761032252
2027,BRN,0.2256853761032252
2028,BRN,0.2256853761032252
2029,BRN,0.2256853761032252
2030,BRN,0.2256853761032252
2031,BRN,0.2256853761032252
2032,BRN,0.2256853761032252
2033,BRN,0.2256853761032252
2034,BRN,0.2256853761032252
2035,BRN,0.2256853761032252
2036,BRN,0.2256853761032252
2037,BRN,0.2256853761032252
2038,BRN,0.2256853761032252
2039,BRN,0.2256853761032252
2040,BRN,0.2256853761032252
2041,BRN,0.2256853761032252
2042,BRN,0.2256853761032252
2043,BRN,0.2256853761032252
2044,BRN,0.2256853761032252
2045,BRN,0.2256853761032252
2046,BRN,0.2256853761032252
2047,BRN,0.2256853761032252
2048,BRN,0.2256853761032252
2049,BRN,0.2256853761032252
2050,BRN,0.2256853761032252
2021,BTN,0.0
2022,BTN,0.0
2023,BTN,0.0
2024,BTN,0.0
2025,BTN,0.0
2026,BTN,0.0
2027,BTN,0.0
2028,BTN,0.0
2029,BTN,0.0
2030,BTN,0.0
2031,BTN,0.0
2032,BTN,0.0
2033,BTN,0.0
2034,BTN,0.0
2035,BTN,0.0
2036,BTN,0.0
2037,BTN,0.0
2038,BTN,0.0
2039,BTN,0.0
2040,BTN,0.0
2041,BTN,0.0
2042,BTN,0.0
2043,BTN,0.0
2044,BTN,0.0
2045,BTN,0.0
2046,BTN,0.0
2047,BTN,0.0
2048,BTN,0.0
2049,BTN,0.0
2050,BTN,0.0
2021,BWA,0.2086957239488899
2022,BWA,0.2086957239488899
2023,BWA,0.2086957239488899
2024,BWA,0.2086957239488899
2025,BWA,0.2086957239488899
2026,BWA,0.2086957239488899
2027,BWA,0.2086957239488899
2028,BWA,0.2086957239488899
2029,BWA,0.2086957239488899
2030,BWA,0.2086957239488899
2031,BWA,0.2086957239488899
2032,BWA,0.2086957239488899
2033,BWA,0.2086957239488899
2034,BWA,0.2086957239488899
2035,BWA,0.2086957239488899
2036,BWA,0.2086957239488899
2037,BWA,0.2086957239488899
2038,BWA,0.2086957239488899
2039,BWA,0.2086957239488899
2040,BWA,0.2086957239488899
2041,BWA,0.2086957239488899
2042,BWA,0.2086957239488899
2043,BWA,0.2086957239488899
2044,BWA,0.2086957239488899
2045,BWA,0.2086957239488899
2046,BWA,0.2086957239488899
2047,BWA,0.2086957239488899
2048,BWA,0.2086957239488899
2049,BWA,0.2086957239488899
2050,BWA,0.2086957239488899
2021,CAF,1.9820578667453028
2022,CAF,1.9820578667453028
2023,CAF,1.9820578667453028
2024,CAF,1.9820578667453028
2025,CAF,1.9820578667453028
2026,CAF,1.9820578667453028
2027,CAF,1.9820578667453028
2028,CAF,1.9820578667453028
2029,CAF,1.9820578667453028
2030,CAF,1.9820578667453028
2031,CAF,1.9820578667453028
2032,CAF,1.9820578667453028
2033,CAF,1.9820578667453028
2034,CAF,1.9820578667453028
2035,CAF,1.9820578667453028
2036,CAF,1.9820578667453028
2037,CAF,1.9820578667453028
2038,CAF,1.9820578667453028
2039,CAF,1.9820578667453028
2040,CAF,1.9820578667453028
2041,CAF,1.9820578667453028
2042,CAF,1.9820578667453028
2043,CAF,1.9820578667453028
2044,CAF,1.9820578667453028
2045,CAF,1.9820578667453028
2046,CAF,1.9820578667453028
2047,CAF,1.9820578667453028
2048,CAF,1.9820578667453028
2049,CAF,1.9820578667453028
2050,CAF,1.9820578667453028
2021,CAN,0.271043548621991
2022,CAN,0.271043548621991
2023,CAN,0.271043548621991
2024,CAN,0.271043548621991
2025,CAN,0.271043548621991
2026,CAN,0.271043548621991
2027,CAN,0.271043548621991
2028,CAN,0.271043548621991
2029,CAN,0.271043548621991
2030,CAN,0.271043548621991
2031,CAN,0.271043548621991
2032,CAN,0.271043548621991
2033,CAN,0.271043548621991
2034,CAN,0.271043548621991
2035,CAN,0.271043548621991
2036,CAN,0.271043548621991
2037,CAN,0.271043548621991
2038,CAN,0.271043548621991
2039,CAN,0.271043548621991
2040,CAN,0.271043548621991
2041,CAN,0.271043548621991
2042,CAN,0.271043548621991
2043,CAN,0.271043548621991
2044,CAN,0.271043548621991
2045,CAN,0.271043548621991
2046,CAN,0.271043548621991
2047,CAN,0.271043548621991
2048,CAN,0.271043548621991
2049,CAN,0.271043548621991
2050,CAN,0.271043548621991
2021,CHE,0.1735504056903476
2022,CHE,0.1735504056903476
