"iso_code3","frac_waso_landfill_gas_recovered","Year"
"LA",0.996898594747247,2021
"LA",0.996898594747247,2022
"LA",0.996898594747247,2023
"LA",0.996898594747247,2024
"LA",0.996898594747247,2025
"LA",0.996898594747247,2026
"LA",0.996898594747247,2027
"LA",0.996898594747247,2028
"LA",0.996898594747247,2029
"LA",0.996898594747247,2030
"LA",0.996898594747247,2031
"LA",0.996898594747247,2032
"LA",0.996898594747247,2033
"LA",0.996898594747247,2034
"LA",0.996898594747247,2035
"LA",0.996898594747247,2036
"LA",0.996898594747247,2037
"LA",0.996898594747247,2038
"LA",0.996898594747247,2039
"LA",0.996898594747247,2040
"LA",0.996898594747247,2041
"LA",0.996898594747247,2042
"LA",0.996898594747247,2043
"LA",0.996898594747247,2044
"LA",0.996898594747247,2045
"LA",0.996898594747247,2046
"LA",0.996898594747247,2047
"LA",0.996898594747247,2048
"LA",0.996898594747247,2049
"LA",0.996898594747247,2050
