SUBJECT,LOCATION,TIME,Value,INDICATOR,MEASURE,FREQUENCY
COAST,DOM,2011,14224.07404,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,KAZ,2013,2709.5,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,RUS,2020,24199,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,MKD,2019,3190.5,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,MWI,2012,8279.076786,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,GRC,2019,8606.4,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,PNG,2018,9141.074278,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,KAZ,2014,2468.4,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,NOR,2016,21756,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SUR,2012,8511.037913,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,PNG,2020,9178.554159,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,TCD,2018,8269.333655,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,KAZ,2015,1597.7,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,COM,2012,8360.214031,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,PRT,2018,10727.66466,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,NCL,2011,4132.898155,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,LSO,2019,8345.297329,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,GTM,2011,11023.79942,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,KAZ,2017,1584.1,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SUR,2014,8534.046336,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,URY,2020,11484.65486,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,FRA,2020,60441.13088,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,POL,2012,88134.9,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,NOR,2020,19414,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SOM,2018,6875.145327,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,DOM,2017,19660.12932,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,POL,2013,96308.7,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,AUT,2016,14906.45096,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,BWA,2012,9453.697604,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,IRL,2017,4841.056565,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SOM,2019,6802.278433,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,POL,2014,97078.2,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,PRY,2011,8518.681215,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,VNM,2021,121132.9905,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,USA,2013,239158,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,KAZ,2021,63625.56872,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,MWI,2019,8292.878351,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,MWI,2020,8279.426933,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,PRY,2013,8568.406132,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,DOM,2021,23380.9439,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,POL,2016,109718.4,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,KEN,2012,10412.3575,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,LTU,2015,12230.85,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,DZA,2011,51192.28309,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,UGA,2018,8191.006486,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,GHA,2012,9244.708403,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,KEN,2013,10493.10298,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,AUT,2021,15251.17581,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,LTU,2016,13490.25,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,KEN,2014,10569.55449,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,DZA,2013,57995.33218,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,GAB,2016,9082.186506,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,TGO,2017,7768.890064,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SAU,2011,145381.8494,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,CHE,2016,10665.81292,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,MLT,2011,8689.880013,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SRB,2015,2055.9,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,LTU,2019,20839.2,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,DZA,2015,64847.68645,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,MLT,2012,8701.542005,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,GAB,2018,9088.047362,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,ITA,2011,53708,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,NER,2012,8073.307459,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,GUY,2011,8469.240211,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,MYS,2016,105246.4982,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SAU,2014,171733.2582,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,PRY,2020,8696.367834,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,PRI,2011,20293.34264,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SRB,2018,3052.65,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,MLT,2014,8722.96501,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,CAF,2011,8028.211411,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,DZA,2018,68753.24707,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,KEN,2020,12032.3997,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SRB,2019,3488.55,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SVN,2017,2231.7,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,MLT,2015,8732.796811,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,VUT,2021,8432.978108,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,KEN,2021,11600.13015,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SRB,2020,3304.5,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,PRI,2015,22929.04443,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,UKR,2016,98601.27224,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,CAF,2014,8028.12169,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,IRQ,2019,39518.17587,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,CPV,2018,8390.338814,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,EST,2018,1,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,PRI,2016,22518.22134,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,GUY,2017,8517.434478,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,LUX,2015,3226.698021,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,NZL,2014,8568.252776,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,ZMB,2021,7433.019567,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,PRI,2017,22127.36165,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,THA,2016,154103.8548,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SAU,2021,191365.5972,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,BDI,2011,8257.467941,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,ECU,2013,15563.65125,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,NZL,2016,8590.181525,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,MLT,2021,8862.180896,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SDN,2011,12183.064,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,GBR,2017,23700,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,STP,2015,8362.249324,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SWE,2012,6892,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,CRI,2011,10217.12619,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,NGA,2011,123369.4614,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,ITA,2021,60172,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,NZL,2018,9353.475,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,URY,2011,10639.95481,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,PRT,2011,11992.8,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,CRI,2013,10932.53313,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,BLR,2018,32913,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,HTI,2020,7215.000533,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,NGA,2013,138096.3651,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,NAM,2016,8792.267761,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,PRT,2012,10462.5,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,AGO,2013,20912.90728,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,ECU,2018,14986.66519,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,PYF,2021,8799.803389,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,TJK,2011,8446.103089,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,URY,2014,10541.16686,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,KHM,2020,9988.409179,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,ZWE,2018,7347.369195,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SWE,2017,7140.64,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,NAM,2019,8755.080775,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,ISL,2018,19,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,VNM,2013,67895.64611,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,URY,2016,11065.87356,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,ZWE,2020,7305.499395,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,TJK,2014,8494.74377,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,LVA,2014,10289.7,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,LVA,2015,10373.55,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,AGO,2017,26641.08079,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,MOZ,2015,7061.798817,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,ESP,2011,42811,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,TJK,2015,8508.598801,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,LVA,2016,9256.05,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SUR,2013,8522.548289,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,VNM,2016,85284.49501,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SLB,2018,8427.039588,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,JAM,2019,8977.234511,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,KWT,2014,11724.54709,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SEN,2011,7710.393254,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,NGA,2021,198039.5859,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SOM,2017,6944.435917,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,OMN,2016,22013.63416,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,MMR,2021,12962.88787,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,TON,2015,8407.759594,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,LVA,2019,9164.55,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,ISR,2013,31580.95241,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,ESP,2015,44536,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,MDV,2017,8438.288307,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,VNM,2020,112109.3387,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,BEL,2014,87092.19034,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,ISR,2014,33299.07431,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,LVA,2021,6771.24,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SLE,2011,7885.016597,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,KAZ,2020,158030.2517,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,QAT,2020,56309.85632,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,TJK,2021,8868.498812,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,BEL,2016,74544.03131,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,MAR,2011,14265.69784,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,POL,2015,100717.47,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,NCL,2018,4285.577467,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,OMN,2021,23922.279,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,HRV,2014,205,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SWZ,2017,8605.839876,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,ESP,2019,50716,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SEN,2017,7655.612395,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,BRB,2019,8649.227355,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,NCL,2019,4315.989558,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,TKM,2013,11337.32841,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,LBY,2019,27803.82535,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,USA,2017,256955,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,BEL,2019,68253.74345,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,HRV,2016,212,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SEN,2019,7637.4235,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,USA,2018,253451,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,JOR,2017,8222.738495,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,TLS,2014,8378.397407,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,PAK,2014,139470.8236,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,MAR,2016,28084.67532,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,PRY,2018,8665.881854,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,PAK,2015,146309.5343,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,VUT,2017,8429.185734,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,ROU,2016,20655.6,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,GNQ,2013,9216.841818,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SVN,2014,1851.6,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,MNE,2021,8604.554672,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SGP,2011,26551.40492,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,NPL,2019,8782.475362,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SVN,2015,1873.2,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,CYP,2011,9616.149538,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,EST,2015,1,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,CHE,2020,10296.86432,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SLE,2021,7781.553302,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,TKM,2019,12614.96003,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,LBN,2017,16876.03908,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,IDN,2019,449139.384,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SYR,2014,12537.57545,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SAU,2017,181440.2372,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,EST,2017,1,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,MNG,2013,8443.524044,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,PYF,2012,8674.552103,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,LBN,2019,17704.4028,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,NER,2017,8077.826425,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,TLS,2011,8371.870316,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,UZB,2014,12203.72799,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,ZMB,2020,7327.57276,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,JPN,2014,183120,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SYR,2017,14356.7412,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SVN,2020,2100,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,LBN,2021,21661.65966,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,NER,2019,8065.338382,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,NER,2020,8054.712107,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,TLS,2013,8376.325695,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,EST,2020,1,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,UZB,2016,12908.47107,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,RUS,2013,12133,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,MLI,2011,7511.073697,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,NER,2021,8204.488238,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,HTI,2017,7364.008668,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,PAN,2013,11692.34502,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,TLS,2015,8380.338315,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,ISL,2012,12,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,UZB,2019,14189.89444,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,LSO,2011,8359.214586,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,PNG,2012,8951.952983,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,TUN,2013,15174.62549,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,MKD,2014,3310.8,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,PYF,2019,8768.101368,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,JAM,2011,8931.49581,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,TLS,2017,8374.160603,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SLV,2020,9183.15477,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,MUS,2019,9044.006224,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,NOR,2011,22070,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,ARE,2021,44302.33725,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,TLS,2019,8367.482225,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SLB,2013,8419.885143,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,LSO,2014,8357.646168,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,HUN,2011,14207.25,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,PNG,2016,9101.664616,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,DNK,2021,12577.47397,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,PAN,2019,14081.07742,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,PRT,2014,11687.85,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,IND,2020,1987827.354,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,MOZ,2013,7105.644144,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,PNG,2017,9121.617949,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,GIN,2020,7768.484428,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SLB,2016,8426.672473,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,VNM,2014,73238.1529,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,NGA,2018,174870.2124,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,MDV,2012,8430.262677,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,ETH,2019,28195.84969,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,LSO,2018,8348.348202,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,MWI,2013,8296.201101,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,ZAF,2013,122201.5951,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,QAT,2014,49922.90333,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,MDV,2013,8432.473936,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,LBN,2011,12078.58839,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,BHR,2016,11167.71339,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,GRC,2020,7782.6,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,TON,2014,8407.114513,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,BTN,2020,8553.953481,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,NOR,2018,22332,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,TJK,2017,8576.061849,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,GNB,2014,8258.06373,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,VNM,2018,98690.55561,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,MLI,2013,7429.858732,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,TON,2016,8408.111899,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,MDV,2016,8437.419957,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,VNM,2019,105399.6465,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,IRL,2016,4812.409962,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,MOZ,2020,6633.376127,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,COM,2015,8359.157257,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,PER,2016,65026.07702,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,TGO,2011,7894.125783,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,OMN,2019,21356.49753,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,CAN,2021,166131.9927,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,RWA,2017,8573.112621,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,PER,2017,66309.69048,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,DJI,2012,8284.389026,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,VUT,2011,8422.178174,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,TON,2019,8409.00608,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,KEN,2011,10326.6394,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,IDN,2011,302636.3874,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,DJI,2013,8285.493342,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,UGA,2017,8241.807417,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,FIN,2016,2170,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,ARM,2012,811.8,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,NPL,2014,8614.600617,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,ALB,2015,1060.8686,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,IRL,2021,4966.991001,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,USA,2016,250689.9491,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,DJI,2015,8287.524072,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SWZ,2019,8609.400768,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,MRT,2015,8176.31048,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SLE,2017,7793.440501,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,UGA,2020,8078.764047,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,TUN,2011,13217.40496,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,PHL,2021,124904.0771,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,NIC,2019,8010.670839,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,PHL,2012,80204.84982,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,ZMB,2013,7668.993739,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SLE,2018,7768.352028,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,POL,2021,142221.6,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,TGO,2019,7723.259022,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SLE,2019,7742.486191,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SYR,2011,12589.1665,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,TTO,2014,12559.32989,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,ZMB,2015,7655.070397,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,NPL,2018,8756.934935,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,TTO,2015,12965.11659,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,VUT,2019,8430.228828,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,DZA,2017,67447.4738,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,ROU,2018,23552.25,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,NPL,2020,8805.06776,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,DJI,2021,8298.43341,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,BGR,2012,8484,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,FJI,2013,8426.441988,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,MNG,2012,8383.537796,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,VUT,2020,8430.723914,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,UKR,2015,99718.51961,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,NLD,2014,26241.1757,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,JPN,2013,184860,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,MEX,2019,194687.4288,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,TTO,2019,12364.07576,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,WSM,2011,8418.647629,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SDN,2018,11096.21715,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,PAK,2021,180669.9793,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,UKR,2017,101098.131,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,UKR,2018,102117.6932,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,AUS,2012,102577,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,WSM,2013,8421.686025,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,SLV,2015,9170.657961,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,TTO,2021,12378.1489,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,LKA,2019,30277.49933,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,FJI,2018,8431.117574,FREIGHTTRANSP,MLN_TONNEKM,A
COAST,NLD,2017,26568.96284,FREIGHTTRANSP,MLN_TONNEKM,A
